State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
CT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,350.00 ,"25, 26",01/01/2021,12/31/2021
CT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,350.00 ,25,10/01/2021,09/30/2022
CT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,346.00 ,"25, 26",01/01/2021,12/31/2021
CT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,344.00 ,5,01/01/2021,12/31/2021
CT,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,343.00 ,26,10/01/2021,09/30/2022
CT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,340.00 ,"25, 26",10/01/2021,09/30/2022
CT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,340.00 ,"25, 26",10/01/2021,09/30/2022
CT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,339.00 ,"25, 26",10/01/2021,09/30/2022
CT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,337.00 ,"25, 26",10/01/2021,09/30/2022
CT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,336.00 ,"25, 26",10/01/2021,09/30/2022
DC,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,336.00 ,,07/01/2022,09/30/2022
DC,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,336.00 ,,10/01/2021,03/31/2022
DC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,334.00 ,"25, 26",10/01/2021,09/30/2022
DC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),332.00 ,"25, 26",10/01/2021,09/30/2022
DC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),332.00 ,"25, 26",10/01/2021,09/30/2022
DC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),331.00 ,"25, 26",10/01/2021,09/30/2022
DC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),331.00 ,"25, 26",10/01/2021,09/30/2022
DC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,328.00 ,25,10/01/2021,09/30/2022
DC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),328.00 ,25,10/01/2021,09/30/2022
DC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),328.00 ,25,10/01/2021,09/30/2022
DC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),328.00 ,25,10/01/2021,09/30/2022
DC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),327.00 ,25,10/01/2021,09/30/2022
DC,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,326.00 ,26,10/01/2021,09/30/2022
DC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,326.00 ,"25, 26",01/01/2021,12/31/2021
DC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,324.00 ,25,10/01/2021,09/30/2022
DC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,323.00 ,"25, 26",01/01/2021,12/31/2021
DC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,323.00 ,5,01/01/2021,12/31/2021
DC,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,323.00 ,26,10/01/2021,09/30/2022
DC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,322.00 ,"25, 26",10/01/2021,09/30/2022
DC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,321.00 ,"25, 26",10/01/2021,09/30/2022
DC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,321.00 ,"25, 26",10/01/2021,09/30/2022
DC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,321.00 ,"25, 26",10/01/2021,09/30/2022
DC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,320.00 ,"25, 26",10/01/2021,09/30/2022
DE,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,318.00 ,,07/01/2022,09/30/2022
DE,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,317.00 ,,10/01/2021,03/31/2022
DE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,316.00 ,"25, 26",10/01/2021,09/30/2022
DE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),316.00 ,"25, 26",10/01/2021,09/30/2022
DE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),316.00 ,"25, 26",10/01/2021,09/30/2022
DE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),316.00 ,"25, 26",10/01/2021,09/30/2022
DE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),314.00 ,"25, 26",10/01/2021,09/30/2022
DE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,314.00 ,25,10/01/2021,09/30/2022
DE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),312.00 ,25,10/01/2021,09/30/2022
DE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),312.00 ,25,10/01/2021,09/30/2022
DE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),309.00 ,25,10/01/2021,09/30/2022
DE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),307.00 ,25,10/01/2021,09/30/2022
DE,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,307.00 ,26,10/01/2021,09/30/2022
DE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,306.00 ,"25, 26",01/01/2021,12/31/2021
DE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,306.00 ,25,10/01/2021,09/30/2022
DE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,306.00 ,"25, 26",01/01/2021,12/31/2021
DE,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,306.00 ,5,01/01/2021,12/31/2021
DE,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,304.00 ,26,10/01/2021,09/30/2022
DE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,304.00 ,"25, 26",10/01/2021,09/30/2022
DE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,304.00 ,"25, 26",10/01/2021,09/30/2022
DE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,303.00 ,"25, 26",10/01/2021,09/30/2022
DE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,301.00 ,"25, 26",10/01/2021,09/30/2022
DE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,301.00 ,"25, 26",10/01/2021,09/30/2022
FL,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,296.00 ,,07/01/2022,09/30/2022
FL,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,296.00 ,,10/01/2021,03/31/2022
FL,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,296.00 ,"25, 26",10/01/2021,09/30/2022
FL,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),296.00 ,"25, 26",10/01/2021,09/30/2022
FL,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),295.00 ,"25, 26",10/01/2021,09/30/2022
FL,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),295.00 ,"25, 26",10/01/2021,09/30/2022
FL,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),294.00 ,"25, 26",10/01/2021,09/30/2022
FL,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,294.00 ,25,10/01/2021,09/30/2022
FL,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),293.00 ,25,10/01/2021,09/30/2022
