State,Measure ID,Measure Name,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Start Date,End Date
AK,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
AK,PSI_13,Postoperative sepsis rate,0.00 ,6.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
AK,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
AL,PSI_06,Iatrogenic pneumothorax rate,0.00 ,85.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
AL,PSI_08,In-hospital fall with hip fracture rate,0.00 ,85.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
CO,PSI_06,Iatrogenic pneumothorax rate,0.00 ,52.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
CO,PSI_08,In-hospital fall with hip fracture rate,0.00 ,52.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
CO,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,51.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DC,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,1.00 ,1.00 ,0.00 ,,07/01/2019,06/30/2022
DC,MORT_30_COPD,Death rate for COPD patients,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
DC,MORT_30_HF,Death rate for heart failure patients,0.00 ,5.00 ,2.00 ,0.00 ,,07/01/2019,06/30/2022
DC,MORT_30_PN,Death rate for pneumonia patients,0.00 ,6.00 ,1.00 ,0.00 ,,07/01/2019,06/30/2022
DC,PSI_06,Iatrogenic pneumothorax rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DC,PSI_08,In-hospital fall with hip fracture rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DC,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DC,PSI_14,Postoperative wound dehiscence rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DC,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DE,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,3.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
DE,MORT_30_COPD,Death rate for COPD patients,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
DE,MORT_30_HF,Death rate for heart failure patients,0.00 ,6.00 ,1.00 ,0.00 ,,07/01/2019,06/30/2022
DE,MORT_30_STK,Death rate for stroke patients,0.00 ,6.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
DE,PSI_06,Iatrogenic pneumothorax rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DE,PSI_08,In-hospital fall with hip fracture rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DE,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
DE,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_06,Iatrogenic pneumothorax rate,0.00 ,12.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_08,In-hospital fall with hip fracture rate,0.00 ,12.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_11,Postoperative respiratory failure rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_13,Postoperative sepsis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
HI,PSI_14,Postoperative wound dehiscence rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
IA,PSI_06,Iatrogenic pneumothorax rate,0.00 ,36.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
IA,PSI_08,In-hospital fall with hip fracture rate,0.00 ,36.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,5.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
ID,PSI_06,Iatrogenic pneumothorax rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_11,Postoperative respiratory failure rate,0.00 ,15.00 ,1.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_13,Postoperative sepsis rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_14,Postoperative wound dehiscence rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ID,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,16.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
IL,PSI_08,In-hospital fall with hip fracture rate,0.00 ,129.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
KS,PSI_06,Iatrogenic pneumothorax rate,0.00 ,53.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
KY,PSI_06,Iatrogenic pneumothorax rate,0.00 ,64.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MA,PSI_06,Iatrogenic pneumothorax rate,0.00 ,56.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MD,PSI_06,Iatrogenic pneumothorax rate,0.00 ,47.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MD,PSI_08,In-hospital fall with hip fracture rate,0.00 ,47.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ME,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,3.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
ME,PSI_06,Iatrogenic pneumothorax rate,0.00 ,18.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ME,PSI_08,In-hospital fall with hip fracture rate,0.00 ,18.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ME,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,18.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ME,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,18.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MN,PSI_06,Iatrogenic pneumothorax rate,0.00 ,49.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MN,PSI_08,In-hospital fall with hip fracture rate,0.00 ,49.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MO,PSI_06,Iatrogenic pneumothorax rate,0.00 ,73.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_06,Iatrogenic pneumothorax rate,0.00 ,14.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_08,In-hospital fall with hip fracture rate,0.00 ,14.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_11,Postoperative respiratory failure rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
MT,PSI_13,Postoperative sepsis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,6.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
ND,PSI_06,Iatrogenic pneumothorax rate,0.00 ,8.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_08,In-hospital fall with hip fracture rate,0.00 ,8.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_13,Postoperative sepsis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
ND,PSI_14,Postoperative wound dehiscence rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NE,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,8.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
NE,PSI_06,Iatrogenic pneumothorax rate,0.00 ,25.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NE,PSI_08,In-hospital fall with hip fracture rate,0.00 ,25.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NE,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,25.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NE,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,25.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,4.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
NH,PSI_06,Iatrogenic pneumothorax rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_08,In-hospital fall with hip fracture rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_13,Postoperative sepsis rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_14,Postoperative wound dehiscence rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NH,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,13.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NJ,PSI_06,Iatrogenic pneumothorax rate,0.00 ,65.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,12.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
NV,PSI_03,Pressure ulcer rate,0.00 ,24.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_06,Iatrogenic pneumothorax rate,0.00 ,24.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_08,In-hospital fall with hip fracture rate,0.00 ,24.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,22.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,22.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,22.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_13,Postoperative sepsis rate,0.00 ,22.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
NV,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,21.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
OR,PSI_06,Iatrogenic pneumothorax rate,0.00 ,36.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
OR,PSI_08,In-hospital fall with hip fracture rate,0.00 ,36.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
OR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,34.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
OR,PSI_11,Postoperative respiratory failure rate,0.00 ,34.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
OR,PSI_13,Postoperative sepsis rate,0.00 ,34.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_03,Pressure ulcer rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_04,Death rate among surgical inpatients with serious treatable complications,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_06,Iatrogenic pneumothorax rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_08,In-hospital fall with hip fracture rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_11,Postoperative respiratory failure rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_13,Postoperative sepsis rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_14,Postoperative wound dehiscence rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
PR,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
RI,MORT_30_COPD,Death rate for COPD patients,0.00 ,10.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
RI,MORT_30_HF,Death rate for heart failure patients,0.00 ,10.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
RI,MORT_30_PN,Death rate for pneumonia patients,0.00 ,10.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
RI,PSI_06,Iatrogenic pneumothorax rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_08,In-hospital fall with hip fracture rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_11,Postoperative respiratory failure rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_13,Postoperative sepsis rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
RI,PSI_14,Postoperative wound dehiscence rate,0.00 ,11.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
SD,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,3.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
SD,PSI_03,Pressure ulcer rate,0.00 ,20.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
TN,PSI_06,Iatrogenic pneumothorax rate,0.00 ,86.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,1.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
VT,PSI_03,Pressure ulcer rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_06,Iatrogenic pneumothorax rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_08,In-hospital fall with hip fracture rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_09,Postoperative hemorrhage or hematoma rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_10,Postoperative acute kidney injury requiring dialysis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_11,Postoperative respiratory failure rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_13,Postoperative sepsis rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_14,Postoperative wound dehiscence rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
VT,PSI_15,Abdominopelvic accidental puncture or laceration rate,0.00 ,7.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
WV,MORT_30_CABG,Death rate for CABG surgery patients,0.00 ,6.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2022
WY,PSI_06,Iatrogenic pneumothorax rate,0.00 ,12.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
WY,PSI_08,In-hospital fall with hip fracture rate,0.00 ,12.00 ,0.00 ,0.00 ,,07/01/2019,06/30/2021
AS,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,,,,,5.00 ,04/01/2019,03/31/2022
AS,MORT_30_AMI,Death rate for heart attack patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,MORT_30_CABG,Death rate for CABG surgery patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,MORT_30_COPD,Death rate for COPD patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,MORT_30_HF,Death rate for heart failure patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,MORT_30_PN,Death rate for pneumonia patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,MORT_30_STK,Death rate for stroke patients,,,,,5.00 ,07/01/2019,06/30/2022
AS,PSI_03,Pressure ulcer rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_04,Death rate among surgical inpatients with serious treatable complications,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_06,Iatrogenic pneumothorax rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_08,In-hospital fall with hip fracture rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_09,Postoperative hemorrhage or hematoma rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_10,Postoperative acute kidney injury requiring dialysis rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_11,Postoperative respiratory failure rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_13,Postoperative sepsis rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_14,Postoperative wound dehiscence rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_15,Abdominopelvic accidental puncture or laceration rate,,,,,5.00 ,07/01/2019,06/30/2021
AS,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,,,,,5.00 ,07/01/2019,06/30/2021
GU,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,,,,,5.00 ,04/01/2019,03/31/2022
GU,MORT_30_AMI,Death rate for heart attack patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,MORT_30_CABG,Death rate for CABG surgery patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,MORT_30_COPD,Death rate for COPD patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,MORT_30_HF,Death rate for heart failure patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,MORT_30_PN,Death rate for pneumonia patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,MORT_30_STK,Death rate for stroke patients,,,,,5.00 ,07/01/2019,06/30/2022
GU,PSI_03,Pressure ulcer rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_04,Death rate among surgical inpatients with serious treatable complications,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_06,Iatrogenic pneumothorax rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_08,In-hospital fall with hip fracture rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_09,Postoperative hemorrhage or hematoma rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_10,Postoperative acute kidney injury requiring dialysis rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_11,Postoperative respiratory failure rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_13,Postoperative sepsis rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_14,Postoperative wound dehiscence rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_15,Abdominopelvic accidental puncture or laceration rate,,,,,5.00 ,07/01/2019,06/30/2021
GU,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,,,,,5.00 ,07/01/2019,06/30/2021
MP,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,,,,,5.00 ,04/01/2019,03/31/2022
MP,MORT_30_AMI,Death rate for heart attack patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,MORT_30_CABG,Death rate for CABG surgery patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,MORT_30_COPD,Death rate for COPD patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,MORT_30_HF,Death rate for heart failure patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,MORT_30_PN,Death rate for pneumonia patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,MORT_30_STK,Death rate for stroke patients,,,,,5.00 ,07/01/2019,06/30/2022
MP,PSI_03,Pressure ulcer rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_04,Death rate among surgical inpatients with serious treatable complications,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_06,Iatrogenic pneumothorax rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_08,In-hospital fall with hip fracture rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_09,Postoperative hemorrhage or hematoma rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_10,Postoperative acute kidney injury requiring dialysis rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_11,Postoperative respiratory failure rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_13,Postoperative sepsis rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_14,Postoperative wound dehiscence rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_15,Abdominopelvic accidental puncture or laceration rate,,,,,5.00 ,07/01/2019,06/30/2021
MP,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,,,,,5.00 ,07/01/2019,06/30/2021
VI,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,,,,,5.00 ,04/01/2019,03/31/2022
VI,MORT_30_AMI,Death rate for heart attack patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,MORT_30_CABG,Death rate for CABG surgery patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,MORT_30_COPD,Death rate for COPD patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,MORT_30_HF,Death rate for heart failure patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,MORT_30_PN,Death rate for pneumonia patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,MORT_30_STK,Death rate for stroke patients,,,,,5.00 ,07/01/2019,06/30/2022
VI,PSI_03,Pressure ulcer rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_04,Death rate among surgical inpatients with serious treatable complications,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_06,Iatrogenic pneumothorax rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_08,In-hospital fall with hip fracture rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_09,Postoperative hemorrhage or hematoma rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_10,Postoperative acute kidney injury requiring dialysis rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_11,Postoperative respiratory failure rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_13,Postoperative sepsis rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_14,Postoperative wound dehiscence rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_15,Abdominopelvic accidental puncture or laceration rate,,,,,5.00 ,07/01/2019,06/30/2021
VI,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,,,,,5.00 ,07/01/2019,06/30/2021
